sequence,v115@HhA8IeA8GeD8AeA8AeE8Jem/IvhFzgBRiBSoBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8Je0/IvhFxgBTjBarBGnBXn?BFqB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBUhBGiBTjBfr?BVxB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBFhB8mB+nBTj?BfrB,v115@HhA8IeA8GeD8AeA8AeE8Jex/IvhFylBGiBTjBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8JezBJvhFGjBRlB3nB0kBFr?BiqB
JZSTLIO,O,X,X,O,O,X
JZSTLOI,O,X,X,O,O,X
JZSTOIL,O,X,X,O,O,O
JZSTOLI,O,X,X,O,O,X
JZSITLO,O,X,X,O,O,X
JZSITOL,O,X,X,O,O,X
JZSILTO,O,X,X,O,O,X
JZSILOT,O,X,X,O,O,X
JZSIOTL,O,X,X,O,O,X
JZSIOLT,O,X,X,O,O,X
JZSLTIO,O,X,X,O,O,X
JZSLTOI,O,X,X,O,O,X
JZSLITO,O,X,X,O,O,X
JZSLIOT,O,O,X,O,O,X
JZSLOTI,O,O,X,O,O,X
JZSLOIT,O,O,X,O,O,X
JZSOTIL,O,X,X,O,O,O
JZSOTLI,O,X,X,O,O,X
JZSOITL,O,X,X,O,O,X
JZSOILT,O,X,X,O,O,X
JZSOLTI,O,O,X,O,O,X
JZSOLIT,O,O,X,O,O,X
JZOTILS,X,O,X,O,X,X
JZOTISL,X,X,X,O,O,X
JZOTLIS,X,O,X,O,X,X
JZOTLSI,X,O,X,O,O,X
JZOTSIL,X,X,X,O,O,X
JZOTSLI,X,O,X,O,O,X
JZOITLS,X,X,X,O,X,X
JZOITSL,X,X,X,O,O,X
JZOILTS,X,O,X,O,X,X
JZOILST,X,O,X,O,X,X
JZOISTL,X,X,X,O,O,X
JZOISLT,X,X,X,O,O,X
JZOLTIS,X,O,X,O,X,X
JZOLTSI,X,O,X,O,O,X
JZOLITS,X,O,X,O,X,X
JZOLIST,X,O,X,O,X,X
JZOLSTI,X,O,X,O,O,X
JZOLSIT,X,O,X,O,O,X
JZOSTIL,X,X,X,O,O,X
JZOSTLI,X,X,X,O,O,X
JZOSITL,X,X,X,O,O,X
JZOSILT,X,X,X,O,O,X
JZOSLTI,X,O,X,O,O,X
JZOSLIT,X,O,X,O,O,X
JOTILSZ,X,O,O,O,X,X
JOTILZS,X,O,O,O,X,X
JOTISLZ,X,X,O,O,X,O
JOTISZL,X,X,O,O,X,O
JOTIZLS,X,O,O,O,X,X
JOTIZSL,X,X,O,O,X,X
JOTLISZ,X,O,O,O,X,X
JOTLIZS,X,O,O,O,X,X
JOTLSIZ,X,O,O,O,X,X
JOTLSZI,X,O,O,O,X,X
JOTLZIS,X,O,O,O,X,X
JOTLZSI,X,O,O,O,X,X
JOTSILZ,X,X,O,O,O,O
JOTSIZL,X,X,O,O,O,O
JOTSLIZ,X,O,O,O,O,O
JOTSLZI,X,O,O,O,O,X
JOTSZIL,X,X,O,O,O,O
JOTSZLI,X,O,O,O,O,X
JOTZILS,X,O,O,O,X,X
JOTZISL,X,X,O,O,O,X
JOTZLIS,X,O,O,O,X,X
JOTZLSI,X,O,O,O,O,X
JOTZSIL,X,X,O,O,O,X
JOTZSLI,X,O,O,O,O,X
JOITLSZ,X,O,O,O,X,X
JOITLZS,X,O,O,O,X,X
JOITSLZ,X,X,O,O,X,X
JOITSZL,X,X,O,O,X,X
JOITZLS,X,O,O,O,X,X
JOITZSL,X,X,O,O,X,X
JOILTSZ,X,O,O,O,X,X
JOILTZS,X,O,O,O,X,X
JOILSTZ,X,X,O,O,X,X
JOILSZT,X,O,O,O,X,X
JOILZTS,X,O,X,O,X,X
JOILZST,X,O,X,O,X,X
JOISTLZ,X,X,O,O,O,X
JOISTZL,X,X,O,O,O,X
JOISLTZ,X,X,O,O,X,X
JOISLZT,X,O,O,O,O,X
JOISZTL,X,X,O,O,O,X
JOISZLT,X,X,O,O,O,X
JOIZTLS,X,X,X,O,X,X
JOIZTSL,X,X,X,O,X,X
JOIZLTS,X,O,X,O,X,X
JOIZLST,X,O,X,O,X,X
JOIZSTL,X,X,X,O,X,X
JOIZSLT,X,X,X,O,X,X
JOLTISZ,X,O,O,O,X,X
JOLTIZS,X,O,O,O,X,X
JOLTSIZ,X,O,O,O,X,X
JOLTSZI,X,O,O,O,X,X
JOLTZIS,X,O,O,O,X,X
JOLTZSI,X,O,O,O,X,X
JOLITSZ,X,O,O,O,X,X
JOLITZS,X,O,O,O,X,X
JOLISTZ,X,X,O,O,X,X
JOLISZT,X,O,O,O,X,X
JOLIZTS,X,O,X,O,X,X
JOLIZST,X,O,X,O,X,X
JOLSTIZ,X,O,O,O,X,X
JOLSTZI,X,O,O,O,X,X
JOLSITZ,X,X,O,O,X,X
JOLSIZT,X,O,O,O,X,X
JOLSZTI,X,O,O,O,X,X
JOLSZIT,X,O,O,O,X,X
JOLZTIS,X,O,X,O,X,X
JOLZTSI,X,O,X,O,X,X
JOLZITS,X,O,X,O,X,X
JOLZIST,X,O,X,O,X,X
JOLZSTI,X,O,X,O,X,X
JOLZSIT,X,O,X,O,X,X
JOSTILZ,X,X,O,O,O,O
JOSTIZL,X,X,O,O,O,O
JOSTLIZ,X,O,O,O,O,O
JOSTLZI,X,O,O,O,O,X
JOSTZIL,X,X,O,O,O,O
JOSTZLI,X,O,O,O,O,X
JOSITLZ,X,X,O,O,O,O
JOSITZL,X,X,O,O,O,O
JOSILTZ,X,X,O,O,X,X
JOSILZT,X,O,O,O,O,X
JOSIZTL,X,X,O,O,O,X
JOSIZLT,X,X,O,O,O,X
JOSLTIZ,X,O,O,O,X,O
JOSLTZI,X,O,O,O,X,X
JOSLITZ,X,X,O,O,X,X
JOSLIZT,X,O,O,O,O,X
JOSLZTI,X,O,O,O,O,X
JOSLZIT,X,O,O,O,O,X
JOSZTIL,X,X,O,O,O,O
JOSZTLI,X,X,O,O,O,X
JOSZITL,X,X,O,O,O,X
JOSZILT,X,X,O,O,O,X
JOSZLTI,X,O,O,O,O,X
JOSZLIT,X,O,O,O,O,X
JOZTILS,X,O,X,O,X,X
JOZTISL,X,X,X,O,O,X
JOZTLIS,X,O,X,O,X,X
JOZTLSI,X,O,X,O,O,X
JOZTSIL,X,X,X,O,O,X
JOZTSLI,X,O,X,O,O,X
JOZITLS,X,X,X,O,X,X
JOZITSL,X,X,X,O,O,X
JOZILTS,X,O,X,O,X,X
JOZILST,X,O,X,O,X,X
JOZISTL,X,X,X,O,O,X
JOZISLT,X,X,X,O,O,X
JOZLTIS,X,O,X,O,X,X
JOZLTSI,X,O,X,O,O,X
JOZLITS,X,O,X,O,X,X
JOZLIST,X,O,X,O,X,X
JOZLSTI,X,O,X,O,O,X
JOZLSIT,X,O,X,O,O,X
JOZSTIL,X,X,X,O,O,X
JOZSTLI,X,X,X,O,O,X
JOZSITL,X,X,X,O,O,X
JOZSILT,X,X,X,O,O,X
JOZSLTI,X,O,X,O,O,X
JOZSLIT,X,O,X,O,O,X
STILJZO,O,X,O,O,O,X
STILJOZ,O,X,O,O,O,O
STILZJO,O,X,O,O,O,X
STILZOJ,O,X,O,O,O,X
STILOJZ,O,X,O,O,O,O
STILOZJ,O,X,O,O,O,X
STIJLZO,O,X,O,O,O,X
STIJLOZ,O,X,O,O,O,O
STIJZLO,O,X,O,O,O,X
STIJZOL,O,X,O,O,O,O
STIJOLZ,O,X,O,O,O,O
STIJOZL,O,X,O,O,O,O
STIZLJO,O,X,O,O,O,X
STIZLOJ,O,X,O,O,O,X
STIZJLO,O,X,O,O,O,X
STIZJOL,O,X,O,O,O,O
STIZOLJ,O,X,O,O,O,X
STIZOJL,O,X,O,O,O,O
STIOLJZ,O,X,O,O,O,O
STIOLZJ,O,X,O,O,O,X
STIOJLZ,O,X,O,O,O,O
STIOJZL,O,X,O,O,O,O
STIOZLJ,O,X,O,O,O,X
STIOZJL,O,X,O,O,O,O
STLIJZO,O,O,O,O,O,X
STLIJOZ,O,O,O,O,O,O
STLIZJO,O,O,O,O,O,X
STLIZOJ,O,O,O,O,O,X
STLIOJZ,O,O,O,O,O,O
STLIOZJ,O,O,O,O,O,X
STLJIZO,O,O,O,O,O,X
STLJIOZ,O,O,O,O,O,O
STLJZIO,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,X
STLJOIZ,O,O,O,O,O,O
STLJOZI,O,O,O,O,O,X
STLZIJO,O,O,O,O,O,X
STLZIOJ,O,O,O,O,O,X
STLZJIO,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,X
STLZOIJ,O,O,O,O,O,X
STLZOJI,O,O,O,O,O,X
STLOIJZ,O,O,O,O,O,O
STLOIZJ,O,O,O,O,O,X
STLOJIZ,O,O,O,O,O,O
STLOJZI,O,O,O,O,O,X
STLOZIJ,O,O,O,O,O,X
STLOZJI,O,O,O,O,O,X
STJILZO,O,X,O,O,O,X
STJILOZ,O,X,O,O,O,O
STJIZLO,O,X,O,O,O,X
STJIZOL,O,X,O,O,O,O
STJIOLZ,O,X,O,O,O,O
STJIOZL,O,X,O,O,O,O
STJLIZO,O,O,O,O,O,X
STJLIOZ,O,O,O,O,O,O
STJLZIO,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O
STJLOZI,O,O,O,O,O,X
STJZILO,O,X,O,O,O,X
STJZIOL,O,X,O,O,O,O
STJZLIO,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,X
STJZOIL,O,X,O,O,O,O
STJZOLI,O,O,O,O,O,X
STJOILZ,O,X,O,O,O,O
STJOIZL,O,X,O,O,O,O
STJOLIZ,O,O,O,O,O,O
STJOLZI,O,O,O,O,O,X
STJOZIL,O,X,O,O,O,O
STJOZLI,O,O,O,O,O,X
STZILJO,O,X,O,O,O,X
STZILOJ,O,X,O,O,O,X
STZIJLO,O,X,O,O,O,X
STZIJOL,O,X,O,O,O,O
STZIOLJ,O,X,O,O,O,X
STZIOJL,O,X,O,O,O,O
STZLIJO,O,O,O,O,O,X
STZLIOJ,O,O,O,O,O,X
STZLJIO,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,X
STZLOIJ,O,O,O,O,O,X
STZLOJI,O,O,O,O,O,X
STZJILO,O,X,O,O,O,X
STZJIOL,O,X,O,O,O,O
STZJLIO,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,X
STZJOIL,O,X,O,O,O,O
STZJOLI,O,O,O,O,O,X
STZOILJ,O,X,O,O,O,X
STZOIJL,O,X,O,O,O,O
STZOLIJ,O,O,O,O,O,X
STZOLJI,O,O,O,O,O,X
STZOJIL,O,X,O,O,O,O
STZOJLI,O,O,O,O,O,X
STOILJZ,O,X,O,O,O,O
STOILZJ,O,X,O,O,O,X
STOIJLZ,O,X,O,O,O,O
STOIJZL,O,X,O,O,O,O
STOIZLJ,O,X,O,O,O,X
STOIZJL,O,X,O,O,O,O
STOLIJZ,O,O,O,O,O,O
STOLIZJ,O,O,O,O,O,X
STOLJIZ,O,O,O,O,O,O
STOLJZI,O,O,O,O,O,X
STOLZIJ,O,O,O,O,O,X
STOLZJI,O,O,O,O,O,X
STOJILZ,O,X,O,O,O,O
STOJIZL,O,X,O,O,O,O
STOJLIZ,O,O,O,O,O,O
STOJLZI,O,O,O,O,O,X
STOJZIL,O,X,O,O,O,O
STOJZLI,O,O,O,O,O,X
STOZILJ,O,X,O,O,O,X
STOZIJL,O,X,O,O,O,O
STOZLIJ,O,O,O,O,O,X
STOZLJI,O,O,O,O,O,X
STOZJIL,O,X,O,O,O,O
STOZJLI,O,O,O,O,O,X
SITLJZO,O,X,O,O,O,X
SITLJOZ,O,X,O,O,O,O
SITLZJO,O,X,O,O,O,X
SITLZOJ,O,X,O,O,O,X
SITLOJZ,O,X,O,O,O,O
SITLOZJ,O,X,O,O,O,X
SITJLZO,O,X,O,O,O,X
SITJLOZ,O,X,O,O,O,O
SITJZLO,O,X,O,O,O,X
SITJZOL,O,X,O,O,O,O
SITJOLZ,O,X,O,O,O,O
SITJOZL,O,X,O,O,O,O
SITZLJO,O,X,O,O,O,X
SITZLOJ,O,X,O,O,O,X
SITZJLO,O,X,O,O,O,X
SITZJOL,O,X,O,O,O,O
SITZOLJ,O,X,O,O,O,X
SITZOJL,O,X,O,O,O,O
SITOLJZ,O,X,O,O,O,O
SITOLZJ,O,X,O,O,O,X
SITOJLZ,O,X,O,O,O,O
SITOJZL,O,X,O,O,O,O
SITOZLJ,O,X,O,O,O,X
SITOZJL,O,X,O,O,O,O
SILTJZO,O,X,O,O,O,X
SILTJOZ,O,X,O,O,O,X
SILTZJO,O,X,O,O,O,X
SILTZOJ,O,X,O,O,O,X
SILTOJZ,O,X,O,O,O,X
SILTOZJ,O,X,O,O,O,X
SILJTZO,O,X,O,O,X,X
SILJTOZ,O,X,O,O,X,X
SILJZTO,O,X,X,O,O,X
SILJZOT,O,X,O,O,O,X
SILJOTZ,O,X,O,O,X,X
SILJOZT,O,X,O,O,O,X
SILZTJO,O,X,O,O,O,X
SILZTOJ,O,X,O,O,O,X
SILZJTO,O,X,X,O,O,X
SILZJOT,O,X,O,O,O,X
SILZOTJ,O,X,O,O,O,X
SILZOJT,O,X,O,O,O,X
SILOTJZ,O,X,O,O,O,X
SILOTZJ,O,X,O,O,O,X
SILOJTZ,O,X,O,O,X,X
SILOJZT,O,X,O,O,O,X
SILOZTJ,O,X,O,O,O,X
SILOZJT,O,X,O,O,O,X
SIJTLZO,O,X,O,O,O,X
SIJTLOZ,O,X,O,O,O,O
SIJTZLO,O,X,O,O,O,X
SIJTZOL,O,X,O,O,O,O
SIJTOLZ,O,X,O,O,O,O
SIJTOZL,O,X,O,O,O,O
SIJLTZO,O,X,O,O,X,X
SIJLTOZ,O,X,O,O,X,X
SIJLZTO,O,X,X,O,O,X
SIJLZOT,O,X,O,O,O,X
SIJLOTZ,O,X,O,O,X,X
SIJLOZT,O,X,O,O,O,X
SIJZTLO,O,X,X,O,O,X
SIJZTOL,O,X,X,O,O,X
SIJZLTO,O,X,X,O,O,X
SIJZLOT,O,X,O,O,O,X
SIJZOTL,O,X,O,O,O,X
SIJZOLT,O,X,O,O,O,X
SIJOTLZ,X,X,O,O,O,O
SIJOTZL,X,X,O,O,O,O
SIJOLTZ,X,X,O,O,X,X
SIJOLZT,X,X,O,O,O,X
SIJOZTL,X,X,O,O,O,X
SIJOZLT,X,X,O,O,O,X
SIZTLJO,O,X,O,O,O,X
SIZTLOJ,O,X,O,O,O,X
SIZTJLO,O,X,O,O,O,X
SIZTJOL,O,X,O,O,O,X
SIZTOLJ,O,X,O,O,O,X
SIZTOJL,O,X,O,O,O,X
SIZLTJO,O,X,O,O,O,X
SIZLTOJ,O,X,O,O,O,X
SIZLJTO,O,X,X,O,O,X
SIZLJOT,O,X,O,O,O,X
SIZLOTJ,O,X,O,O,O,X
SIZLOJT,O,X,O,O,O,X
SIZJTLO,O,X,X,O,O,X
SIZJTOL,O,X,X,O,O,X
SIZJLTO,O,X,X,O,O,X
SIZJLOT,O,X,O,O,O,X
SIZJOTL,O,X,O,O,O,X
SIZJOLT,O,X,O,O,O,X
SIZOTLJ,O,X,O,O,O,X
SIZOTJL,O,X,O,O,O,X
SIZOLTJ,O,X,O,O,O,X
SIZOLJT,O,X,O,O,O,X
SIZOJTL,O,X,O,O,O,X
SIZOJLT,O,X,O,O,O,X
SIOTLJZ,X,X,O,O,O,O
SIOTLZJ,X,X,O,O,O,X
SIOTJLZ,X,X,O,O,O,O
SIOTJZL,X,X,O,O,O,O
SIOTZLJ,X,X,O,O,O,X
SIOTZJL,X,X,O,O,O,O
SIOLTJZ,X,X,O,O,O,X
SIOLTZJ,X,X,O,O,O,X
SIOLJTZ,X,X,O,O,X,X
SIOLJZT,X,X,O,O,O,X
SIOLZTJ,X,X,O,O,O,X
SIOLZJT,X,X,O,O,O,X
SIOJTLZ,X,X,O,O,O,O
SIOJTZL,X,X,O,O,O,O
SIOJLTZ,X,X,O,O,X,X
SIOJLZT,X,X,O,O,O,X
SIOJZTL,X,X,O,O,O,X
SIOJZLT,X,X,O,O,O,X
SIOZTLJ,X,X,O,O,O,X
SIOZTJL,X,X,O,O,O,X
SIOZLTJ,X,X,O,O,O,X
SIOZLJT,X,X,O,O,O,X
SIOZJTL,X,X,O,O,O,X
SIOZJLT,X,X,O,O,O,X
SLTIJZO,O,O,O,O,O,X
SLTIJOZ,O,O,O,O,O,O
SLTIZJO,O,O,O,O,O,X
SLTIZOJ,O,O,O,O,O,X
SLTIOJZ,O,O,O,O,O,O
SLTIOZJ,O,O,O,O,O,X
SLTJIZO,O,O,O,O,O,X
SLTJIOZ,O,O,O,O,O,O
SLTJZIO,O,O,O,O,O,X
SLTJZOI,O,O,O,O,O,X
SLTJOIZ,O,O,O,O,O,O
SLTJOZI,O,O,O,O,O,X
SLTZIJO,O,O,O,O,O,X
SLTZIOJ,O,O,O,O,O,X
SLTZJIO,O,O,O,O,O,X
SLTZJOI,O,O,O,O,O,X
SLTZOIJ,O,O,O,O,O,X
SLTZOJI,O,O,O,O,O,X
SLTOIJZ,O,O,O,O,O,O
SLTOIZJ,O,O,O,O,O,X
SLTOJIZ,O,O,O,O,O,O
SLTOJZI,O,O,O,O,O,X
SLTOZIJ,O,O,O,O,O,X
SLTOZJI,O,O,O,O,O,X
SLITJZO,O,X,O,O,O,X
SLITJOZ,O,X,O,O,O,X
SLITZJO,O,X,O,O,O,X
SLITZOJ,O,X,O,O,O,X
SLITOJZ,O,X,O,O,O,X
SLITOZJ,O,X,O,O,O,X
SLIJTZO,O,X,O,O,X,X
SLIJTOZ,O,X,O,O,X,X
SLIJZTO,O,X,X,O,O,X
SLIJZOT,O,O,O,O,O,X
SLIJOTZ,O,X,O,O,X,X
SLIJOZT,O,O,O,O,O,X
SLIZTJO,O,X,O,O,O,X
SLIZTOJ,O,X,O,O,O,X
SLIZJTO,O,X,X,O,O,X
SLIZJOT,O,O,O,O,O,X
SLIZOTJ,O,X,O,O,O,X
SLIZOJT,O,O,O,O,O,X
SLIOTJZ,O,X,O,O,O,X
SLIOTZJ,O,X,O,O,O,X
SLIOJTZ,O,X,O,O,X,X
SLIOJZT,O,O,O,O,O,X
SLIOZTJ,O,X,O,O,O,X
SLIOZJT,O,O,O,O,O,X
SLJTIZO,O,O,O,O,X,X
SLJTIOZ,O,O,O,O,X,O
SLJTZIO,O,O,O,O,X,X
SLJTZOI,O,O,O,O,X,X
SLJTOIZ,O,O,O,O,X,O
SLJTOZI,O,O,O,O,X,X
SLJITZO,O,X,O,O,X,X
SLJITOZ,O,X,O,O,X,X
SLJIZTO,O,X,X,O,O,X
SLJIZOT,O,O,O,O,O,X
SLJIOTZ,O,X,O,O,X,X
SLJIOZT,O,O,O,O,O,X
SLJZTIO,O,X,X,O,O,X
SLJZTOI,O,X,X,O,O,X
SLJZITO,O,X,X,O,O,X
SLJZIOT,O,O,O,O,O,X
SLJZOTI,O,O,O,O,O,X
SLJZOIT,O,O,O,O,O,X
SLJOTIZ,O,O,O,O,X,O
SLJOTZI,O,O,O,O,X,X
SLJOITZ,O,X,O,O,X,X
SLJOIZT,O,O,O,O,O,X
SLJOZTI,O,O,O,O,O,X
SLJOZIT,O,O,O,O,O,X
SLZTIJO,O,X,O,O,O,X
SLZTIOJ,O,X,O,O,O,X
SLZTJIO,O,X,O,O,O,X
SLZTJOI,O,X,O,O,O,X
SLZTOIJ,O,X,O,O,O,X
SLZTOJI,O,X,O,O,O,X
SLZITJO,O,X,O,O,O,X
SLZITOJ,O,X,O,O,O,X
SLZIJTO,O,X,X,O,O,X
SLZIJOT,O,O,O,O,O,X
SLZIOTJ,O,X,O,O,O,X
SLZIOJT,O,O,O,O,O,X
SLZJTIO,O,X,X,O,O,X
SLZJTOI,O,X,X,O,O,X
SLZJITO,O,X,X,O,O,X
SLZJIOT,O,O,O,O,O,X
SLZJOTI,O,O,O,O,O,X
SLZJOIT,O,O,O,O,O,X
SLZOTIJ,O,X,O,O,O,X
SLZOTJI,O,X,O,O,O,X
SLZOITJ,O,X,O,O,O,X
SLZOIJT,O,O,O,O,O,X
SLZOJTI,O,O,O,O,O,X
SLZOJIT,O,O,O,O,O,X
SLOTIJZ,O,O,O,O,O,O
SLOTIZJ,O,O,O,O,O,X
SLOTJIZ,O,O,O,O,O,O
SLOTJZI,O,O,O,O,O,X
SLOTZIJ,O,O,O,O,O,X
SLOTZJI,O,O,O,O,O,X
SLOITJZ,O,X,O,O,O,X
SLOITZJ,O,X,O,O,O,X
SLOIJTZ,O,X,O,O,X,X
SLOIJZT,O,O,O,O,O,X
SLOIZTJ,O,X,O,O,O,X
SLOIZJT,O,O,O,O,O,X
SLOJTIZ,O,O,O,O,X,O
SLOJTZI,O,O,O,O,X,X
SLOJITZ,O,X,O,O,X,X
SLOJIZT,O,O,O,O,O,X
SLOJZTI,O,O,O,O,O,X
SLOJZIT,O,O,O,O,O,X
SLOZTIJ,O,X,O,O,O,X
SLOZTJI,O,X,O,O,O,X
SLOZITJ,O,X,O,O,O,X
SLOZIJT,O,O,O,O,O,X
SLOZJTI,O,O,O,O,O,X
SLOZJIT,O,O,O,O,O,X
SJTILZO,O,X,O,O,O,X
SJTILOZ,O,X,O,O,O,O
SJTIZLO,O,X,O,O,O,X
SJTIZOL,O,X,O,O,O,O
SJTIOLZ,O,X,O,O,O,O
SJTIOZL,O,X,O,O,O,O
SJTLIZO,O,O,O,O,O,X
SJTLIOZ,O,O,O,O,O,O
SJTLZIO,O,O,O,O,O,X
SJTLZOI,O,O,O,O,O,X
SJTLOIZ,O,O,O,O,O,O
SJTLOZI,O,O,O,O,O,X
SJTZILO,O,X,O,O,O,X
SJTZIOL,O,X,O,O,O,O
SJTZLIO,O,O,O,O,O,X
SJTZLOI,O,O,O,O,O,X
SJTZOIL,O,X,O,O,O,O
SJTZOLI,O,O,O,O,O,X
SJTOILZ,O,X,O,O,O,O
SJTOIZL,O,X,O,O,O,O
SJTOLIZ,O,O,O,O,O,O
SJTOLZI,O,O,O,O,O,X
SJTOZIL,O,X,O,O,O,O
SJTOZLI,O,O,O,O,O,X
SJITLZO,O,X,O,O,O,X
SJITLOZ,O,X,O,O,O,O
SJITZLO,O,X,O,O,O,X
SJITZOL,O,X,O,O,O,O
SJITOLZ,O,X,O,O,O,O
SJITOZL,O,X,O,O,O,O
SJILTZO,O,X,O,O,X,X
SJILTOZ,O,X,O,O,X,X
SJILZTO,O,X,X,O,O,X
SJILZOT,O,O,O,O,O,X
SJILOTZ,O,X,O,O,X,X
SJILOZT,O,O,O,O,O,X
SJIZTLO,O,X,X,O,O,X
SJIZTOL,O,X,X,O,O,X
SJIZLTO,O,X,X,O,O,X
SJIZLOT,O,X,O,O,O,X
SJIZOTL,O,X,O,O,O,X
SJIZOLT,O,X,O,O,O,X
SJIOTLZ,X,X,O,O,O,O
SJIOTZL,X,X,O,O,O,O
SJIOLTZ,X,X,O,O,X,X
SJIOLZT,X,O,O,O,O,X
SJIOZTL,X,X,O,O,O,X
SJIOZLT,X,X,O,O,O,X
SJLTIZO,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,X,O
SJLTZIO,O,O,O,O,X,X
SJLTZOI,O,O,O,O,X,X
SJLTOIZ,O,O,O,O,X,O
SJLTOZI,O,O,O,O,X,X
SJLITZO,O,X,O,O,X,X
SJLITOZ,O,X,O,O,X,X
SJLIZTO,O,X,X,O,O,X
SJLIZOT,O,O,O,O,O,X
SJLIOTZ,O,X,O,O,X,X
SJLIOZT,O,O,O,O,O,X
SJLZTIO,O,X,X,O,O,X
SJLZTOI,O,X,X,O,O,X
SJLZITO,O,X,X,O,O,X
SJLZIOT,O,O,O,O,O,X
SJLZOTI,O,O,O,O,O,X
SJLZOIT,O,O,O,O,O,X
SJLOTIZ,O,O,O,O,X,O
SJLOTZI,O,O,O,O,X,X
SJLOITZ,O,X,O,O,X,X
SJLOIZT,O,O,O,O,O,X
SJLOZTI,O,O,O,O,O,X
SJLOZIT,O,O,O,O,O,X
SJZTILO,O,X,X,O,O,X
SJZTIOL,O,X,X,O,O,O
SJZTLIO,O,X,X,O,O,X
SJZTLOI,O,X,X,O,O,X
SJZTOIL,O,X,X,O,O,O
SJZTOLI,O,X,X,O,O,X
SJZITLO,O,X,X,O,O,X
SJZITOL,O,X,X,O,O,X
SJZILTO,O,X,X,O,O,X
SJZILOT,O,X,O,O,O,X
SJZIOTL,O,X,O,O,O,X
SJZIOLT,O,X,O,O,O,X
SJZLTIO,O,X,X,O,O,X
SJZLTOI,O,X,X,O,O,X
SJZLITO,O,X,X,O,O,X
SJZLIOT,O,O,O,O,O,X
SJZLOTI,O,O,O,O,O,X
SJZLOIT,O,O,O,O,O,X
SJZOTIL,O,X,O,O,O,O
SJZOTLI,O,X,O,O,O,X
SJZOITL,O,X,O,O,O,X
SJZOILT,O,X,O,O,O,X
SJZOLTI,O,O,O,O,O,X
SJZOLIT,O,O,O,O,O,X
SJOTILZ,O,X,O,O,O,O
SJOTIZL,O,X,O,O,O,O
SJOTLIZ,O,O,O,O,O,O
SJOTLZI,O,O,O,O,O,X
SJOTZIL,O,X,O,O,O,O
SJOTZLI,O,O,O,O,O,X
SJOITLZ,X,X,O,O,O,O
SJOITZL,X,X,O,O,O,O
SJOILTZ,X,X,O,O,X,X
SJOILZT,X,O,O,O,O,X
SJOIZTL,X,X,O,O,O,X
SJOIZLT,X,X,O,O,O,X
SJOLTIZ,O,O,O,O,X,O
SJOLTZI,O,O,O,O,X,X
SJOLITZ,O,X,O,O,X,X
SJOLIZT,O,O,O,O,O,X
SJOLZTI,O,O,O,O,O,X
SJOLZIT,O,O,O,O,O,X
SJOZTIL,O,X,O,O,O,O
SJOZTLI,O,X,O,O,O,X
SJOZITL,O,X,O,O,O,X
SJOZILT,O,X,O,O,O,X
SJOZLTI,O,O,O,O,O,X
SJOZLIT,O,O,O,O,O,X
SZTILJO,O,X,O,O,O,X
SZTILOJ,O,X,O,O,O,X
SZTIJLO,O,X,O,O,O,X
SZTIJOL,O,X,O,O,O,O
SZTIOLJ,O,X,O,O,O,X
SZTIOJL,O,X,O,O,O,O
SZTLIJO,O,X,O,O,O,X
SZTLIOJ,O,X,O,O,O,X
SZTLJIO,O,X,O,O,O,X
SZTLJOI,O,X,O,O,O,X
SZTLOIJ,O,X,O,O,O,X
SZTLOJI,O,X,O,O,O,X
SZTJILO,O,X,O,O,O,X
SZTJIOL,O,X,O,O,O,O
SZTJLIO,O,X,O,O,O,X
SZTJLOI,O,X,O,O,O,X
SZTJOIL,O,X,O,O,O,O
SZTJOLI,O,X,O,O,O,X
SZTOILJ,O,X,O,O,O,X
SZTOIJL,O,X,O,O,O,O
SZTOLIJ,O,X,O,O,O,X
SZTOLJI,O,X,O,O,O,X
SZTOJIL,O,X,O,O,O,O
SZTOJLI,O,X,O,O,O,X
SZITLJO,O,X,O,O,O,X
SZITLOJ,O,X,O,O,O,X
SZITJLO,O,X,O,O,O,X
SZITJOL,O,X,O,O,O,X
SZITOLJ,O,X,O,O,O,X
SZITOJL,O,X,O,O,O,X
SZILTJO,O,X,O,O,O,X
SZILTOJ,O,X,O,O,O,X
SZILJTO,O,X,X,O,O,X
SZILJOT,O,O,O,O,O,X
SZILOTJ,O,X,O,O,O,X
SZILOJT,O,O,O,O,O,X
SZIJTLO,O,X,X,O,O,X
SZIJTOL,O,X,X,O,O,X
SZIJLTO,O,X,X,O,O,X
SZIJLOT,O,X,O,O,O,X
SZIJOTL,O,X,O,O,O,X
SZIJOLT,O,X,O,O,O,X
SZIOTLJ,O,X,O,O,O,X
SZIOTJL,O,X,O,O,O,X
SZIOLTJ,O,X,O,O,O,X
